plasma_current,toroidal_magnetic_field,horizontal_displacement,vertical_displacement,line_integral_density(center_chord),c3_radiation,loop_voltage,axuv_01,axuv_02,axuv_03,axuv_04,axuv_05,axuv_06,axuv_07,axuv_08,axuv_09,axuv_10,axuv_11,axuv_12,axuv_13,axuv_14,axuv_15,axuv_16,soft_x_ray_01,soft_x_ray_02,soft_x_ray_03,soft_x_ray_04,soft_x_ray_05,soft_x_ray_06,soft_x_ray_07,soft_x_ray_08,soft_x_ray_09,soft_x_ray_10,soft_x_ray_11,soft_x_ray_12,soft_x_ray_13,soft_x_ray_14,soft_x_ray_15,soft_x_ray_16,soft_x_ray_17,soft_x_ray_18,soft_x_ray_19,soft_x_ray_20,poloidal_mirnov_probes_01,poloidal_mirnov_probes_02,poloidal_mirnov_probes_03,poloidal_mirnov_probes_04,poloidal_mirnov_probes_05,poloidal_mirnov_probes_06,poloidal_mirnov_probes_07,poloidal_mirnov_probes_08,poloidal_mirnov_probes_09,poloidal_mirnov_probes_10,poloidal_mirnov_probes_11,poloidal_mirnov_probes_12,poloidal_mirnov_probes_13,poloidal_mirnov_probes_14,poloidal_mirnov_probes_15,poloidal_mirnov_probes_16,poloidal_mirnov_probes_17,poloidal_mirnov_probes_18,toroidal_mirnov_probes_01,toroidal_mirnov_probes_02,toroidal_mirnov_probes_03,toroidal_mirnov_probes_04,toroidal_mirnov_probes_05,toroidal_mirnov_probes_06,toroidal_mirnov_probes_07,toroidal_mirnov_probes_09,toroidal_mirnov_probes_10,density_measurement1,density_measurement2,density_measurement3,density_measurement4,greenwald_fraction,lm_proxy,q95_proxy,ip_error_fraction,radiation_fraction,rotating_mode_proxy,unknown_lfbboh,unknown_puffctrl,unknown_lfbbv,unknown_lfbirf,unknown_lfbmp1,unknown_lfbmp2,Is_disrupt
38723771.234651044,751269.0612008654,1243.8716986112215,19891.112858633536,63.195059906670195,0.0,13381.101077447369,40.12016017933489,398.63321152210744,1226.5275720883167,3774.1441057632364,11210.706104775887,23785.056579110606,36245.70270997966,18781.955657769708,67334.87781691368,3899.9106693644735,1581.21216749812,555.9616423379832,189.66728253008606,44.815556167725504,13.16646997978501,36.889280893827035,196220.24110515876,0.053307630292857455,1.2015454211834862,1976371.975862355,6222.887469957252,1014.8732472363208,0.02313144000537317,9639.51874255451,85629.39706068282,125908.99911709371,598681.2242113565,82685.03795868775,33378.557329953466,191202.41323209007,254897.0568642478,120.1662933792704,1.3633761661998673,0.5954557232661566,2.7927706109094275,0.983618754759187,74.8055123602999,25.056662040633174,110.81332209573512,116.12123926730912,150.19933744751984,123.74223560332625,67.36650852148664,13.119996142398934,18.95923772059861,40.38426759422953,38.96999714510346,31.19542983011759,31.760704768848562,33.235854061531896,36.84343558234283,33.67480030553981,27.449731520149044,18.986863905291134,14.920481928853134,50.15252079705741,38.47386241500071,36.718399089113,13.134507274637794,36.584876404643005,39.89253341675323,13.633593546771706,37.85232819766028,,,,,,0,28661.1960608136,28402.208370973214,252972958.8475532,0.03544642220458075,340196.7539490104,1320.336080794253,175834.33185499322,0.03232820929605047,0.2998562222262424,1.4680478558870413,0
39043235.897020236,754187.1592386084,1446.2257299485132,20278.36800438502,64.53164504084357,0.0,13275.53868405151,31.634203183203127,304.14743880560593,947.372265999206,2875.2360716439134,7687.36523028722,16204.234904108465,21964.889738328762,13958.450334654215,55895.79491945272,3381.149449904588,1451.4870438841567,526.0493233362035,186.8401117610968,45.11729786815584,12.951204389531014,36.779649544228846,209330.6559116147,0.05459235035813519,4.220828103556971,1992678.6753331665,5371.2805088480645,1044.625833582521,0.036242420212238516,5196.342377000777,54486.35174191777,74644.36939868663,341289.3333739786,45433.2657667365,16802.591418970307,144780.23870465596,327635.64277905633,99.76381306220877,2.274764336534328,2.237010736411518,2.580710928874564,1.9149503468790154,92.80344581231367,0.09889020062211239,222.40025320193794,135.7065637091458,283.605982629426,218.44088575227423,93.45896803975779,21.212291167017522,32.946767564975,64.16258318506083,63.089684233200124,67.87339502593223,63.56953019468735,66.85169861057369,68.03378661792648,68.08448819374456,52.286592566298935,31.38642724029757,25.29808851535943,21.58124532904982,24.60287139246827,21.280147991885897,23.123849956060337,20.560728203646924,22.935845516245376,24.05195594910996,22.31921452203062,,,,,,0,30456.29452654202,30957.379469313837,1170411286.3449104,0.02805348892797498,311237.954988331,1239.640365541733,171480.24990028224,0.04195673904056314,0.25437218331144545,0.6750815288667642,0
38018655.05575279,735930.0885092139,1565.397008071604,19143.755405209533,62.84320903852041,0.0,13712.668790882628,31.371889689361083,303.595022136856,974.0883537604029,2635.491662802073,6574.4320139179945,14019.49054195052,18506.284242562633,12640.453801474985,51677.76123478037,3159.275925054665,1487.453952369997,587.8473062168451,211.47295942504311,52.069875744255725,14.65132153960916,36.39025875479083,224389.61097659648,0.06030465015972122,5.291867338401417,1944845.6902187858,4049.540689251774,774.4381496184865,0.05363561006906434,3025.2262875375573,40542.68784666608,53986.72901972131,245015.84483478146,32413.81102020154,11158.073045786517,171629.961480586,292407.4303960459,55.22978895331728,2.949576805640622,3.2187684571037947,2.3836687086006902,2.5046160431417417,262.52056543400647,0.12101085088895706,443.51511820913464,249.7552262912669,511.8645400128635,528.5310535944159,350.04791813545995,76.22958461697718,112.87517171243164,206.07108726600387,200.35204306364363,209.38779660441213,206.293048885476,173.05686930455155,168.49130916757423,162.94313938699048,138.13927084452465,76.07565312087253,95.28802994176307,20.6602499907745,96.6383095939763,85.98484902434797,103.7248123450553,94.25757064616568,95.36037003417331,87.99534730313694,84.68386351159116,,,,,,0,30333.276648960094,68350.14015549724,838568942.3319438,0.07409105685676765,333834.3622720699,1207.9646505159153,147048.70490029384,0.030197499201828636,0.28147988253836426,1.2876150984077668,0
39459517.31476517,763063.6399525257,1399.0416400080135,18019.162539075263,65.53788706103154,0.0,12514.55669945482,36.89509884303957,348.02658383604734,1090.7186955382629,3107.567596098867,7684.133851958058,14894.677457689084,18940.4670496593,12895.589936211494,54739.43755746863,3451.0051874266733,1570.9899671033909,588.4073533287683,213.49947734814077,52.49684972037297,14.832478275389992,37.476400378785655,263829.79168542835,0.04414263023358576,5.523166579958027,2010072.4881020319,5812.479458225034,1279.3939503530078,0.033663560007399965,5000.612038122736,53040.28596553115,72943.47401348005,341195.26360313554,48011.070516826185,19743.53233185078,178157.76066955755,293382.23684326175,165.7911739292576,4.232957934183041,2.6784025804873166,1.0820753535865455,0.8775517140273881,62.187476031080614,0.08341859033304479,150.66225136988896,110.30147096430724,196.9590143152705,141.27703508685337,70.9059317980699,12.48706886729208,23.500322404061336,58.67651790052278,48.755806593429845,39.766983382102865,27.06565655143517,34.18450866654313,40.2682787336007,44.593563218962196,23.015308321665266,14.955634274274825,11.569599053692478,22.019608396939844,10.5387378897632,9.318456056857698,10.595964961750974,8.61132764539301,11.149646104154794,11.420981820258701,10.239975395266908,,,,,,0,30781.9068513066,13486.920543908353,1467744429.2124007,0.01624516502576593,304419.68531314697,1264.8196433444548,168407.6417427586,0.13034489123031567,0.5458027600336735,2.219242624528333,0
39448391.58539149,767637.2647713217,1349.7597508764404,18595.904216304007,65.86719116723926,0.0,12502.987147655575,36.48752309903327,347.4410173034175,1103.2316021107235,3130.5648437565833,7646.006346975528,14631.70447381983,18543.08441047094,12733.053383906068,54727.2906389848,3502.829074851058,1625.2263533514395,612.141923769572,222.30484314663246,54.636788495121515,15.334352503868761,37.52314215632817,291957.95019839215,0.045178850226025226,6.946794871569028,2010072.4881020319,6320.20614999666,1417.405127348163,0.035936250009939566,5567.192022986088,54707.332974459525,74718.67874132749,348025.4866224417,49010.79064965209,20309.9636658225,173173.2275042915,285656.0398126869,177.89929985020797,4.953146420624319,3.204721076211312,1.0220485525593817,1.0456617119046547,63.37887525830316,0.08220162024276755,158.30590718691695,111.75677145825188,213.38952451720243,148.79488057101457,73.03564150433365,12.886639852062014,24.14949687077319,58.52689818071046,46.01432112179107,38.47273947976998,28.910023476464165,32.76423767493767,35.08429868537337,38.04104902533209,21.53776444775731,14.439107532418214,12.280363072204663,24.262006057819576,10.912999512282212,9.295533643978457,10.209246251876614,8.15386256872281,9.801432571217775,11.04244552165332,10.891413632426612,,,,,,0,31499.40056507121,13379.48575865908,709004254.5336839,0.01689627527094665,306330.11862466845,1291.6059287214398,169064.99881657076,0.035619529284329446,0.3201468931945951,1.01609870714524,0
39110012.52657889,765787.448341259,1401.144414231988,17801.734167570867,65.67783258744088,0.0,13133.829086587017,35.89285366486196,347.24264346669395,1106.1305501687184,3134.7077346330866,7642.445365333738,14587.512765156018,18472.77706246599,12734.464172975247,54903.84891527207,3502.246592058519,1642.7929439589666,620.1614032202594,224.83245204043294,54.80783099947684,15.158401291613622,37.304081616886634,332446.5037849813,2.62474472635201,8.2852636534953,1993765.7886312203,6814.762059329811,1545.2266042360711,0.04323653008767339,6171.534061115147,57048.06986577863,77474.50817901833,360276.03674774757,50534.00167442826,20755.864208597995,162891.43288507132,283846.82367673726,152.16641617979698,5.313195797482303,3.8316092097890597,1.3355884229564667,1.6247579838540533,106.77515092084242,0.10532152039711137,274.7003432406312,151.73190305690028,351.8943210806779,235.69772586089297,112.2932127361319,18.58159914360663,36.406156883487895,88.15988515329073,77.65305421492245,64.20389753827502,52.610521014565535,74.62671789436105,81.17067463278079,75.16296818440532,49.90512522405141,31.260739378478803,18.96741393983114,21.809086132801493,17.492402478188982,15.010247009463448,15.401897075405538,12.470479030563594,15.482260539885385,19.103723471219965,18.905348850823053,,,,,,0,30816.793786471484,18970.416099544014,867230044.472489,0.02619507587660333,316878.0180103547,1255.281457562108,166647.1171354066,0.08986290035878353,0.26180542331357864,0.7866575376357565,0
39387108.61556551,767030.965658176,1382.9862042374389,20506.9486274691,66.17005742874818,0.0,12702.258757003076,37.65955886946187,365.63543200976994,1162.1424062736542,3266.9260380886494,7963.172342712839,15125.14477092596,19178.62852163412,13187.30328296743,57038.475550371964,3612.8650870244005,1710.8169758292786,648.633093535159,235.0978812104605,57.33219834938687,15.793696800693422,37.57563539179191,376993.80300119496,2.437273967009287,8.634238828436674,2006811.1482078696,7377.437128482843,1669.8181197115537,0.04174144009107349,7163.029494685781,61668.25295640831,84001.28973547876,392811.80174372834,55918.547382993325,23616.66934636068,176048.81153603268,747838.8421024326,241.66273222383325,6.033282798692509,3.5696365093358806,1.0307559473205157,1.1099725994997574,63.73614341760272,0.08521143015963648,160.13217837906427,113.54173530208978,217.81015075225136,147.35535482274818,74.62462211419994,13.294543311243961,25.83328952619228,61.38811314351911,53.41148967925753,47.42111235598941,31.95785241451244,31.28781467490733,35.639756765797486,46.31253899969211,26.35495561201304,16.25896151837195,12.724119593384064,21.61831559355781,12.30477782761986,10.8859697761587,11.286290312493671,9.078770520001791,11.354179001476552,13.12350635548847,11.51411984519969,,,,,,0,31289.712515446277,12855.653875782695,1738555001.4752462,0.01800588610168321,315687.5839216814,1268.967587494658,168850.05285832347,0.12435604077543425,0.3362619223777978,0.9380447914724273,0
39354237.81834006,762524.4944080906,1379.1072267596255,17987.012739525282,66.1663280683511,0.0,12906.154167792907,38.42171022006223,379.5208481509947,1190.8774729728202,3331.4438517035496,8124.545775257611,15380.907645828735,19468.429453677378,13359.96635854376,57786.36195748969,3628.640192424249,1729.6402750447048,658.9173246529707,238.3975184436244,58.15120483021195,15.85096360007457,37.63582267894302,427118.2356085895,2.665865980770472,9.076313778756957,2006811.1482078696,7812.194129574894,1767.6142617875219,0.04207600000142217,7880.5959269138,64588.075264306506,87978.1994959275,412256.9919985235,59078.97025391158,25389.638317240155,215820.43462958353,833472.9201323689,157.57642984620566,6.954643749901598,3.975782274416833,0.9882699156474181,1.2154129848852755,63.241901180116145,0.08559887036436734,159.51879719587532,112.22474309339744,214.53491200129127,154.40221457439412,72.99546456318573,12.806991566532943,25.388590867363458,62.95325707070713,51.35969100005852,41.88620794610349,31.52756467173184,38.52488493266878,38.739106440464404,45.05257987410945,26.59354908099136,16.05901780370297,12.37572287531718,20.612889057725674,11.924183250841992,11.172196387175495,11.94090154911947,9.65889713115874,11.523405434006346,12.198346923699301,11.621146259474141,,,,,,0,30849.48927191594,14570.359881908731,240279665.94796202,0.017153238210688967,322343.70615115773,1218.702355447751,168560.306540204,0.04483675947939027,0.3214455029465101,0.9154263684055023,0
39273784.020283416,756815.3913651349,1367.4049938105254,3782.4805029677045,66.5175169372153,0.0,12798.988999147527,37.56664056245458,393.48253086685736,1252.6006189152936,3571.9963416915807,8774.342248558645,16476.30416366794,21033.457071388348,14095.307090152553,60407.1028174875,3705.610581355477,1748.0849726136264,655.6800941115783,232.24223187166956,54.593299194570534,14.336479958965372,37.64091023922522,465171.3618387821,3.492306726009632,10.865913067378722,2003549.8083137074,9519.215383496748,2124.0900155285763,0.05500593000149468,11424.168681028943,75229.63658587547,100150.86368377435,460075.68875481375,64028.237942146465,25413.712151434196,86118.63747246374,424721.5699624176,156.77643183405087,5.1082506153723735,3.9371528852163356,2.0482540639164575,2.155877584721074,58.70506582716468,0.07630362039982364,153.47945965686722,112.15910499599093,218.8322717067649,158.11424307087225,90.76159601765286,17.14413007375873,36.09464196651985,79.52807764808838,80.88333050144013,54.41206857049252,35.64311635981148,30.511242325648553,31.78697307715087,37.2642034779974,24.336044474796036,15.570544701691112,15.016425239222178,16.88420346825696,15.164282792259435,14.197283301951007,15.065580781802279,12.512084118785431,15.616950178727162,16.93419265878071,13.906891201316375,,,,,,0,29784.04508111712,14883.134963796107,370964139.4301443,0.01991445048448373,315820.7676759195,1124.6632445938785,169234.85242806782,407.9032229260463,0.3936981499110344,0.6790552455996561,0
39345938.278928265,759777.5296120656,1390.8632058894927,3229.1062476129514,66.64771356808603,0.0,12966.622930871023,37.19940970239393,382.8388455616515,1225.7345060399493,3483.235000501328,8581.595592064194,16359.052859223813,21177.760607334378,14380.447028649587,62986.946847444,3898.280948076343,1869.462777642539,708.5875135572605,254.05422162301068,61.3172781698878,16.29039668232202,37.675001348539155,500506.03796863,2.9985520568154005,9.462254449812644,2003549.8083137074,8918.47084881064,1959.4264407716687,0.05393008030667819,10847.508032177242,75917.69674032115,102860.07793098962,478065.135760869,67499.7018050638,27704.072610778006,190168.53476225754,466582.51439140504,138.062613241978,5.360647850405723,3.7168598239105464,2.024605554929896,1.9196843388279108,65.32725049057493,0.08115887034763372,163.44165100199007,115.06617968197273,224.0157141652143,163.37297725794886,89.38674407829498,17.196038967368114,39.50992922966497,97.07818299301108,76.76395607853064,57.00059321164263,35.65277866527637,33.173358538458274,37.86358636700868,42.62650145853635,25.68309574645567,15.34882711893259,17.092352443010753,17.241872895821828,16.022400374281187,13.442651978821127,14.791304386018153,13.289678803150773,16.062417626323228,15.903290549901874,13.63078715677021,,,,,,0,30059.072667699373,12841.916554200308,223905994.82198006,0.02034860516011852,320341.8025958045,1133.7112128330566,168616.54892570016,429.1695019153799,0.5254044601500407,2.0928352209401284,0
