plasma_current,toroidal_magnetic_field,horizontal_displacement,vertical_displacement,line_integral_density(center_chord),c3_radiation,loop_voltage,axuv_01,axuv_02,axuv_03,axuv_04,axuv_05,axuv_06,axuv_07,axuv_08,axuv_09,axuv_10,axuv_11,axuv_12,axuv_13,axuv_14,axuv_15,axuv_16,axuv_17,axuv_18,axuv_19,axuv_20,axuv_21,axuv_22,soft_x_ray_01,soft_x_ray_02,soft_x_ray_03,soft_x_ray_04,soft_x_ray_05,soft_x_ray_06,soft_x_ray_07,soft_x_ray_08,soft_x_ray_09,soft_x_ray_10,soft_x_ray_11,soft_x_ray_12,soft_x_ray_13,soft_x_ray_14,soft_x_ray_15,soft_x_ray_16,soft_x_ray_17,soft_x_ray_18,soft_x_ray_19,soft_x_ray_20,soft_x_ray_21,soft_x_ray_22,soft_x_ray_23,soft_x_ray_24,soft_x_ray_25,soft_x_ray_26,soft_x_ray_27,soft_x_ray_28,soft_x_ray_29,soft_x_ray_30,soft_x_ray_31,soft_x_ray_32,soft_x_ray_33,soft_x_ray_34,soft_x_ray_35,soft_x_ray_36,soft_x_ray_37,soft_x_ray_38,poloidal_mirnov_probes_01,poloidal_mirnov_probes_02,poloidal_mirnov_probes_03,poloidal_mirnov_probes_04,poloidal_mirnov_probes_05,poloidal_mirnov_probes_06,poloidal_mirnov_probes_07,poloidal_mirnov_probes_08,poloidal_mirnov_probes_09,poloidal_mirnov_probes_10,poloidal_mirnov_probes_11,poloidal_mirnov_probes_12,toroidal_mirnov_probes_01,toroidal_mirnov_probes_02,greenwald_fraction,lm_proxy,q95_proxy,ip_error_fraction,radiation_fraction,rotating_mode_proxy,Is_disrupt
7390311.362017905,861.7798276200735,10.76779830006611,355.1228023833563,56.154661978727454,82.68107975694065,1538.8973920721296,183.35788266063798,154.61966000065402,264.43676941236896,34.20012444545403,111.49599148221289,95.85335057874548,105.85229216077148,2.509004121283577,64.39137236062747,46.066481928674825,31.70554757543396,0.5193483435614481,72.21894315802575,63.239744479748396,40.15249254751902,0.5736702008662243,0,0,0,0,0,0,0.08318944186970215,0.19635588842034862,0.38116699334405424,0.8760074537308555,1.799022866177892,3.3679609750060027,6.092165398693973,11.966284486370382,19.872086078849883,47.05547396193592,31.61847300852402,35.160172694457735,0.0014108002078774893,14.459747169868349,3.641203658108128,1.8435545968225966,0.8039823346930434,0.3735222077423305,0.13815927902445435,0.031227777287446093,0.1306278228400433,0.21610107268909437,0.49550135357281716,0.9902825961692101,2.2829305898715315,4.373604484990949,9.026973382593807,15.807267051333277,53.21028725699356,44.1883020003045,32.24953596578271,20.93928975047121,12.044594631048003,6.843564447876337,3.927831343665836,2.2472104412383764,1.1184878021471008,0,17.616098637431293,12.608667084148337,12.88379545403302,32.39386639665108,21.388512561862143,44.4205022804032,92.8508064822378,99.67312147733062,102.0431661150054,77.70050235864551,30.124939934372982,23.428233494903235,4.88486100227836,7.474438758818214,5.417855825781704,0,12468.943759507834,0.07616433120385638,0.08857000337306896,7.218970374039451,0
10019206.26466237,871.9026392382693,5.670523147997186,12.07134609742588,59.530465211255134,39.770721684904345,1676.8103383995385,0.004404171490194293,0.006310642520445081,0.007499300022892221,0.015825521732078632,0.0011236417118918418,0.008660008299508746,0.017693669779332153,0.01389747754659339,0.005215751302584438,0.0031894836527490305,0.002163240270818369,0.0024163337000710668,0.0009129022847076413,0.00021144683830428754,0.002198174897187875,0.002129788176764058,0,0,0,0,0,0,0.9387509154825984,2.061046602013617,3.9659606043407205,7.6903316981656795,14.516852526656388,24.834323238879847,41.53719840992958,61.27771173220363,76.25012486276597,100.08001738332932,62.47010897750194,70.87253430785452,0.00132240275872791,31.39561768653753,8.29562926485526,4.210891487791143,1.93217792591487,0.869020057477065,0.35318225947364307,0.16840096999346854,0.5188414212450061,1.0093543994713947,2.2585473366890354,4.610711834635634,9.885537595266648,18.80667637554189,36.22784007188595,57.46829728854036,114.83993509416196,97.31471867419495,75.70409131771956,53.88559891581254,33.08833419887378,18.919967656147538,11.068706984964567,6.267908130137019,3.2975837389906553,0,27.609115167853883,26.30491181666015,33.78922566345042,141.40817686492835,124.08877039096886,119.83957338176435,287.1811807150435,129.15376010799935,149.05621115374763,73.87500283926374,36.70912864999657,30.881729491607565,7.07168893145054,3.877162299966309,4.2781138364372655,0,9325.249233311013,0.05303352045911611,4.6866619513425944e-06,14.845295037916578,0
10067024.829316812,873.7367687530094,8.237191891557307,14.089268781933681,233.03080109694986,32.92462377232378,1538.9442548795382,0.00479239844421602,0.006392884276241151,0.0074232688121301195,0.017294004153505585,0.0010973843529163223,0.008669616953137255,0.017671455728393883,0.015434865227893288,0.00540821468385713,0.003130880670606029,0.002502075160806002,0.002823009970752092,0.0011030118054578184,0.000250838682743713,0.0023100640132024787,0.0022583957828775435,0,0,0,0,0,0,0.7331930189374108,1.573434060280864,3.027273876172771,5.8341060148866895,11.227044555087504,18.989264904711266,31.988405352593226,47.68785724310328,59.57564043001719,78.65304678782073,48.58329317226624,54.754640426469905,0.0012993337222705365,23.72794349288047,6.17396663018839,3.110122714125855,1.4075132618763804,0.6482647364693844,0.2652051252462311,0.1348364576014292,0.42304567485276506,0.7907137877777592,1.7824706474104923,3.592333657448887,7.69512299310719,14.63456342272821,28.613265457679354,45.41580635939795,89.40644653124372,75.37408758477727,57.785939745522555,40.32640684853561,24.303074264214914,13.652453125370853,8.009791129074511,4.559585688863223,2.3829034616385654,0,28.870500883114964,28.87718770513677,34.718609602582845,146.99442956890914,127.46327707913728,119.83721275076248,270.9333665509927,122.1409028675858,157.73518499248212,71.0716440326678,37.97891079999427,31.391981670514667,6.894568041036036,3.4062141339129233,16.697242929945432,0,9321.582723729072,0.05321625497430573,4.687890776567223e-05,15.366418578132773,0
6082134.545206413,453.18690435624956,4.967074012740803,8.4701779547894,219.43679801027082,30.785855406638813,1149.0777617900435,0.0022436187738124665,0.003118350132192047,0.003683983527837294,0.017080385766897764,0.0006186334474890787,0.004668334544629975,0.009344030977742088,0.008040035680558985,0.002676393255680489,0.0015907264998274424,0.0012789507362243298,0.001483010010672583,0.00041945621035603187,0.00010216955857628518,0.0011442654186594192,0.0011461587091841146,0,0,0,0,0,0,0.9684194418579344,2.060697018170137,4.009391349582558,8.062723169093365,15.47809979516429,25.964153692474987,39.94752243154325,54.322812216867476,65.16757609827314,80.36526664083149,52.37228708784441,63.25145264290204,0.0008300328870666226,31.661891680341817,8.689991031291793,4.323906694116189,1.9555926936441124,0.8760009008957537,0.3427202830677929,0.15001580600597952,0.4460945205438005,0.9386553387322667,2.1838956826202174,4.6813891842736135,10.184539765186926,19.802146595692363,36.3914035711176,52.71481329979676,93.05789919063801,80.53957436020069,65.45049022349717,49.51100029589165,33.02057976501335,19.593199206109375,11.349662852743442,6.253885148876226,3.28688332601632,0,230.28043522162815,278.2805251823852,300.8225227507614,449.681401925322,417.484201175578,232.73785022941013,240.86340385716187,216.93124959172198,383.65177295416987,379.6424466499828,314.8945183724542,293.0755427644262,103.5699725909258,67.39824137337519,13.572718266120077,0,4190.228841659477,0.049327937032095065,1.26624118863163e-06,34.5481680376196,1
15008123.394479465,859.9368072212806,33.78964079185663,12.034375984558707,107.74541113569356,7.832665529975641,1803.570740158767,6.139971916460621,0.006477035428632557,0.007550848500040739,0.21521384787047562,0.0010605136699697799,0.008677775218580694,0.017728294807124078,0.01735092355584232,0.005254428749300212,0.0031722605737466943,0.002856566358735208,0.0037500647724066343,0.0007600289932452491,0.00029851350039168006,0.002276127749839896,0.0027625071835067514,0,0,0,0,0,0,0.8111850478540873,1.6910598298582042,3.0279969410401537,5.514176288138935,9.253087218605753,13.165834208799883,17.57789294954329,22.763086411903977,25.971032741310147,32.33361188022638,22.869932788749956,29.478038265428893,0.0016622456068243955,18.59231318817262,6.715279647557177,3.9784825540906406,2.0407600257064225,1.0176113288942363,0.47986638832887774,0.28547048027384947,0.7586846057449026,1.3958828932020646,2.8084816595213695,5.189585695269962,9.62290729586535,14.953905461362613,21.977288580583355,26.8873651446769,38.10528581035106,33.256920857485156,26.62630821805166,20.745102195739648,15.024157595672554,9.844327702454658,6.105880949657592,3.465345734545406,1.7724447723335026,0,1248.4124737347659,865.9115222665798,949.9862272284472,2067.685494142891,1147.1676525911535,939.3141266633191,864.5085175165248,1044.3533570599293,1139.7766022114797,1931.7881022138847,954.7236087920177,958.6612669476228,410.072055949477,173.65293195733835,5.23218583703685,0,6358.834806116373,0.06375802082350841,4.524761219048008e-06,130.84391180819017,0
13601436.772060126,696.9692323460562,43.1699874539851,10.7276743145955,88.55706891923865,11.52735081283386,1534.790265429078,0.004015443281781995,0.005058999072974496,0.006279171804738904,0.02458106500813001,0.0008916002423821397,0.006946421763481404,0.01431222216390825,0.01283172269602401,0.004455410646000822,0.0028241446127446283,0.0022427312714148285,0.0027387573635112854,0.0006546451495581548,0.0004085354987742304,0.0019521742450654546,0.002446224886415929,0,0,0,0,0,0,0.4896703750071087,1.0214354608203071,1.872319604360193,3.1100342986408744,5.128589103535276,7.036704062243838,9.087074802655977,11.776580430975109,13.127396509028912,16.196836999778427,11.590856620278531,15.300570846039346,0.0013517610556501806,9.848970487493235,3.6983574378425375,2.2130230802011823,1.161389603167556,0.6244065367626125,0.31770572962014737,0.19213564085078613,0.5158482800407849,0.9277684710059146,1.807870352633182,3.1744771193239703,5.638874733508532,8.33878501276552,11.972128240399174,14.22724538791406,19.124044070537074,16.79067484566356,13.441488575891661,10.539279474721873,7.7524254203436325,5.157290973950093,3.2951397913582854,1.9134952838438166,0.9571181668789925,0,1054.3580422376253,801.4767885636086,835.080324894421,1422.394533744579,900.8413554988656,789.9963994599851,886.0205968917439,895.4944051036659,904.0458053190721,1503.9190780966867,812.6021328026452,791.6544890448039,684.2537905914417,122.38500367588108,3.787015190182227,0,4595.599878758972,0.08299582537903061,9.080631571914258e-06,94.86581086520813,1
14363133.868433163,690.824329641458,45.759409975078356,12.093993882668418,151.8347119514591,11.975422817352358,1646.7890132476,0.004429274023683769,0.005316523282650551,0.00638267900960014,0.028612621503128034,0.0008842461626855037,0.006736178840318194,0.013958859060388835,0.01362883462355167,0.00463519149623934,0.002648264663760031,0.0026687400584246286,0.002979692120372011,0.0007246054922269032,0.00045092250200189576,0.0022136415746748244,0.0024983668810315014,0,0,0,0,0,0,0.5508165328859739,1.0800963838286062,1.8504792060514126,3.312020309994312,5.392505417624244,7.481156922849566,9.440360257079718,12.141908306077603,13.445445097466362,15.925032916166302,11.37878976348693,15.036847814474548,0.0014786239918848664,9.60868048513587,3.48623601162848,2.0939921845242773,1.0867003964900692,0.5789678610754312,0.2608668135113158,0.18337325685643635,0.5010486701691501,0.8893812007236731,1.760438008817395,3.0897760811964017,5.589333218632513,8.385976927682613,11.962177619230571,14.10808791136893,18.97273216240788,16.79770010978833,13.59116410736625,10.746876785882016,7.988487692821944,5.354086027731418,3.4031555186699043,1.9634035279056152,0.9636467695158643,0,1289.3079535132565,1310.2724260449409,1476.3249684879797,2600.528773525768,1504.054441698477,708.9546257236005,575.0789847433269,1010.8774023216624,1549.299266667649,2381.0501640721895,1590.6429452004697,1211.1151949077987,496.744763811694,237.55582748867297,5.828481382470343,0,4236.608582915689,0.09044598355836658,1.3093814998328994e-06,169.1673006559045,1
15848702.018848024,747.085984047792,91.7727648876371,9.619344824082555,129.7020479057548,21.6658718463732,1875.5622569997297,0.005034450726095541,0.005627509846323058,0.006721341281476347,0.12512438295478062,0.0009947339351975494,0.007589219186760814,0.015889375560592285,0.0151022589152651,0.004725812367689645,0.002940820623359074,0.002541587881942379,0.0030541715100693154,0.0006601167268410239,0.0004048226280544755,0.0020758885997389847,0.0027134656119156223,0,0,0,0,0,0,2.759374466269956,5.95295194583902,10.929160966614543,17.779250306113877,25.578368915701414,33.08871971086957,40.670537426106826,48.638962863045364,54.144120346779076,63.30274429062113,48.0474281735687,65.91504831106178,0.0017349477041341817,47.58257915892944,20.167238367758813,13.851489264947002,8.20940253411548,4.167586996396815,1.9371698794971988,0.9315558245560642,2.4242375494622466,5.261355243879353,11.01691937971402,19.380386529414338,30.291302072255476,41.245161789245344,52.71472698562785,60.15872308751152,73.96406088003276,65.5240104887265,55.01445488005192,45.17960672996328,35.58048316415027,26.073184035283,17.76069775136391,10.277988696560564,5.219572191892375,0,1458.819746830216,1087.3641666752658,1266.0594951265205,2157.206186977614,1200.391142637092,680.0115601883948,594.5684208617045,953.0932096850064,1119.0033427383933,2303.765529789895,1196.3813175738455,1234.4665524308093,469.495692373004,205.27305436646878,4.722257526822892,0,4494.177755729935,0.11121112227581814,7.2674696357885304e-06,145.39102009948863,1
9531702.729993021,437.51743440247594,10.496148288949234,12.841276155450966,75.76872270047498,57.08089073529093,2309.6675933997426,121.52851034013605,0.00579789437092322,0.022854884073091122,36.66719016038556,29.9623229636911,23.225594378303608,48.67283767845184,12.608696262590625,15.380245087213574,15.83904060602961,37.31052910596705,4.134700488409098,16.573483819375376,18.183391878965267,33.42580143564928,1.591394130546921,0,0,0,0,0,0,0.15743746455372465,0.18912687494044653,0.288890164977713,0.5393037935962057,1.0712692502181804,1.3578781596312464,1.5868443815091235,2.2077167502082173,2.348149060032113,2.9564827352805705,2.1502016719919763,2.67315834914936,0.001117448413710089,1.6591237383154926,0.5823016516360224,0.3211750424699247,0.15505232355673376,0.1256437858443059,0.03088777114157511,0.021334370129961682,0.08554197185413161,0.13000499076123273,0.2808323588711806,0.4721952307786268,0.922904164839118,1.356986458354143,2.1322538872395986,2.4996588266615767,3.6076624219049753,3.239784556081899,2.4873014460183267,1.9537783931200494,1.44336609311283,0.9463999958874092,0.6285808619079543,0.3941639200738774,0.16047912750515897,0,771.8812451182903,545.147828309555,647.9509607026523,1116.8911728962876,714.7938260158476,507.1274694056634,579.9193201742172,615.2809322748926,733.6208599079756,1159.7424378576343,679.7762827498359,599.9503467250336,229.74780271603808,100.79070342167827,3.862151458042543,0,3472.730879988201,0.0587735059921231,0.005137626242182279,116.1729572894173,1
12218185.180468572,591.6441295877623,15.157458306045132,24.99691249322676,110.73356965043112,10.237012282602517,1525.8802496114017,215.84213730934005,0.006748064486438641,0.019010181795985785,54.69159547419192,31.826357805663076,25.63011904162576,43.94824946413312,1.5674952544579352,17.0594967995695,18.9146736999379,42.261954067974344,2.3303750356254005,19.909871592742775,21.081805906467032,29.817306542008613,0.7856784562336505,0,0,0,0,0,0,0.1166482416904118,0.21537381258546895,0.3912571577886844,0.6563717306184933,1.1448021559236183,1.625366294973427,2.1325549335574268,2.8779323748851313,3.0623700717573215,3.9835849910876755,2.7384591119927624,3.4353264417275433,0.0015885951606607748,2.08517025940536,0.6897403041462089,0.392856040720622,0.17903622205551323,0.10112211559689645,0.03513775013531473,0.02638556167713876,0.10301439528385865,0.16273838755829945,0.33759062178238436,0.5883442940059418,1.1935672811860711,1.7883259814670054,2.828187764275631,3.331660175156123,4.873878453271221,4.337117932929464,3.320018476345781,2.564488407580595,1.8759983322164002,1.1997926286093814,0.7756730299702956,0.45626662429552733,0.19688875666406427,0,1107.8984070909241,781.5048625255477,1071.428666760463,1617.0246134035704,949.7560789840566,785.9396838124561,800.87246073612,785.3798797276911,1102.3009262202295,1503.377421134288,875.2522620745583,987.3662278957947,361.8205263131681,170.79653030713217,6.184001104396733,0,5050.285703579591,0.09073792880639378,0.002342609551320941,147.13803047387427,1
